userID,ratings,positive_ratings,negative_ratings,cluster_shc,group_clusters
987,144,143,1.0,1,15
988,238,226,12.0,12,22
989,124,119,5.0,2,15
990,114,110,4.0,2,15
991,181,164,17.0,4,13
992,154,152,2.0,1,15
993,112,108,4.0,2,15
994,160,142,18.0,3,14
995,102,101,1.0,2,15
996,122,117,5.0,2,15
997,222,216,6.0,5,13
998,151,149,2.0,1,15
999,122,114,8.0,2,15
1000,204,170,34.0,14,18
1001,123,107,16.0,3,14
1002,173,140,33.0,14,18
1003,147,147,0.0,1,15
1004,155,155,0.0,1,15
1005,151,151,0.0,1,15
1006,135,135,0.0,2,15
1007,153,153,0.0,1,15
1008,145,145,0.0,1,15
1009,150,150,0.0,1,15
1010,157,156,1.0,1,15
1011,218,203,15.0,4,13
1012,108,98,10.0,2,15
1013,186,177,9.0,5,13
1014,246,229,17.0,12,22
1015,220,213,7.0,5,13
1016,101,95,6.0,2,15
1017,136,129,7.0,1,15
1018,212,210,2.0,5,13
1019,241,190,51.0,13,19
1020,151,145,6.0,1,15
1021,136,134,2.0,2,15
1022,730,676,54.0,26,8
1023,196,151,45.0,14,19
1024,103,90,13.0,2,15
1025,141,119,22.0,3,14
1026,104,97,7.0,2,15
1027,105,102,3.0,2,15
1028,109,109,0.0,2,15
1029,111,111,0.0,2,15
1030,135,133,2.0,2,15
1031,178,163,15.0,5,13
1032,150,122,28.0,3,14
1033,123,115,8.0,2,15
1034,138,123,15.0,3,14
1035,178,159,19.0,4,13
1036,101,85,16.0,3,14
1037,117,115,2.0,2,15
1038,186,182,4.0,5,13
1039,198,194,4.0,5,13
1040,157,134,23.0,3,14
1041,124,119,5.0,2,15
1042,147,145,2.0,1,15
1043,106,94,12.0,2,15
1044,101,99,2.0,2,15
1045,133,128,5.0,1,15
1046,160,148,12.0,1,15
1047,167,160,7.0,1,15
1048,202,189,13.0,4,13
1049,209,183,26.0,4,13
1050,189,186,3.0,5,13
1051,174,155,19.0,4,13
1052,135,122,13.0,3,14
1053,177,163,14.0,5,13
1054,151,127,24.0,3,14
1055,647,626,21.0,22,2
1056,110,108,2.0,2,15
1057,117,102,15.0,3,14
1058,129,127,2.0,2,15
1059,128,120,8.0,1,15
1060,140,121,19.0,3,14
1061,148,136,12.0,3,14
1062,157,126,31.0,3,14
1063,184,183,1.0,5,13
1064,420,412,8.0,11,20
1065,112,86,26.0,3,14
1066,214,211,3.0,5,13
1067,202,170,32.0,14,18
1068,126,126,0.0,2,15
1069,207,202,5.0,5,13
1070,138,128,10.0,1,15
1071,179,177,2.0,5,13
1072,154,139,15.0,3,14
1073,110,104,6.0,2,15
1074,116,96,20.0,3,14
1075,179,169,10.0,5,13
1076,128,127,1.0,2,15
1077,123,115,8.0,2,15
1078,113,105,8.0,2,15
1079,149,146,3.0,1,15
1080,160,159,1.0,1,15
1081,177,165,12.0,5,13
1082,145,101,44.0,14,18
1083,116,109,7.0,2,15
1084,112,94,18.0,3,14
1085,215,137,78.0,8,17
1086,401,261,140.0,21,4
1087,280,201,79.0,8,17
1088,234,152,82.0,8,17
1089,284,192,92.0,6,17
1090,354,210,144.0,20,3
1091,358,236,122.0,20,3
1092,408,268,140.0,21,4
1093,192,122,70.0,8,17
1094,249,169,80.0,8,17
1095,304,204,100.0,6,17
1096,430,289,141.0,21,4
1097,182,122,60.0,14,18
1098,377,267,110.0,20,3
1099,228,155,73.0,8,17
1100,410,279,131.0,20,3
1101,170,119,51.0,14,18
1102,420,275,145.0,21,4
1103,400,255,145.0,21,4
1104,192,130,62.0,14,18
1105,395,262,133.0,20,3
1106,422,265,157.0,21,4
1107,423,269,154.0,21,4
1108,397,282,115.0,20,3
1109,414,282,132.0,21,4
1110,391,250,141.0,21,4
1111,393,251,142.0,21,4
1112,415,268,147.0,21,4
1113,407,278,129.0,20,3
1114,384,240,144.0,21,4
1115,422,286,136.0,21,4
1116,398,267,131.0,20,3
1117,421,280,141.0,21,4
1118,416,271,145.0,21,4
1119,379,242,137.0,21,4
1120,424,283,141.0,21,4
1121,413,276,137.0,21,4
1122,405,268,137.0,21,4
1123,407,256,151.0,21,4
1124,423,273,150.0,21,4
1125,416,279,137.0,21,4
1126,386,249,137.0,21,4
1127,425,280,145.0,21,4
1128,199,140,59.0,14,18
1129,425,290,135.0,21,4
1130,406,267,139.0,21,4
1131,426,287,139.0,21,4
1132,424,275,149.0,21,4
1133,421,284,137.0,21,4
1134,425,275,150.0,21,4
1135,217,143,74.0,8,17
1136,420,265,155.0,21,4
1137,419,258,161.0,21,4
1138,422,272,150.0,21,4
1139,416,280,136.0,21,4
1140,120,82,38.0,14,18
1141,422,260,162.0,21,4
1142,420,282,138.0,21,4
1143,425,263,162.0,21,4
1144,285,196,89.0,6,17
1145,406,262,144.0,21,4
1146,422,297,125.0,20,3
1147,416,275,141.0,21,4
1148,424,285,139.0,21,4
1149,415,266,149.0,21,4
1150,419,276,143.0,21,4
1151,411,272,139.0,21,4
1152,403,272,131.0,20,3
1153,416,269,147.0,21,4
1154,420,288,132.0,21,4
1155,371,252,119.0,20,3
1156,423,285,138.0,21,4
1157,394,246,148.0,21,4
1158,419,291,128.0,20,3
1159,427,277,150.0,21,4
1160,403,261,142.0,21,4
1161,259,136,123.0,6,17
1162,161,84,77.0,8,17
1163,107,54,53.0,7,16
1164,290,152,138.0,20,3
1165,128,66,62.0,7,16
1166,191,91,100.0,6,17
1167,117,56,61.0,7,16
1168,174,86,88.0,8,17
1169,132,57,75.0,8,17
1170,162,95,67.0,8,17
1171,176,98,78.0,8,17
1172,165,94,71.0,8,17
1173,195,102,93.0,6,17
1174,170,73,97.0,6,17
1175,128,56,72.0,8,17
1176,167,83,84.0,8,17
1177,102,48,54.0,7,16
1178,103,62,41.0,14,18
1179,199,93,106.0,6,17
1180,107,50,57.0,7,16
1181,219,148,71.0,8,17
1182,351,232,119.0,20,3
1183,329,193,136.0,20,3
1184,373,259,114.0,20,3
1185,388,257,131.0,20,3
1186,417,279,138.0,21,4
1187,412,269,143.0,21,4
1188,405,270,135.0,21,4
1189,250,144,106.0,6,17
1190,411,267,144.0,21,4
1191,378,253,125.0,20,3
1192,420,285,135.0,21,4
1193,156,116,40.0,14,18
1194,421,287,134.0,21,4
1195,421,282,139.0,21,4
1196,248,126,122.0,6,17
1197,139,58,81.0,8,17
1198,222,112,110.0,6,17
1199,163,74,89.0,8,17
1200,191,96,95.0,6,17
1201,194,105,89.0,8,17
1202,175,75,100.0,6,17
1203,221,106,115.0,6,17
1204,201,111,90.0,8,17
1205,372,241,131.0,20,3
1206,387,245,142.0,21,4
1207,148,88,60.0,7,16
1208,317,212,105.0,6,17
1209,420,287,133.0,21,4
1210,387,256,131.0,20,3
1211,410,280,130.0,20,3
1212,420,282,138.0,21,4
1213,414,271,143.0,21,4
1214,386,259,127.0,20,3
1215,424,319,105.0,20,3
1216,349,238,111.0,20,3
1217,417,243,174.0,21,4
1218,419,275,144.0,21,4
1219,424,282,142.0,21,4
1220,417,278,139.0,21,4
1221,425,272,153.0,21,4
1222,423,273,150.0,21,4
1223,415,280,135.0,21,4
1224,389,249,140.0,21,4
1225,412,275,137.0,21,4
1226,422,298,124.0,20,3
1227,190,122,68.0,8,17
1228,423,285,138.0,21,4
1229,115,58,57.0,7,16
1230,111,52,59.0,7,16
1231,342,198,144.0,20,3
1232,117,65,52.0,7,16
1233,158,75,83.0,8,17
1234,160,83,77.0,8,17
1235,150,75,75.0,8,17
1236,114,82,32.0,3,14
1237,136,91,45.0,14,18
1238,203,126,77.0,8,17
1239,106,46,60.0,7,16
1240,215,116,99.0,6,17
1241,108,51,57.0,7,16
1242,118,54,64.0,7,16
1243,102,42,60.0,7,16
1244,366,350,16.0,10,21
1245,101,85,16.0,3,14
1246,125,113,12.0,3,14
1247,135,128,7.0,1,15
1248,119,111,8.0,2,15
1249,257,160,97.0,6,17
1250,226,130,96.0,6,17
1251,169,86,83.0,8,17
1252,128,67,61.0,7,16
1253,119,62,57.0,7,16
1254,143,74,69.0,8,17
1255,173,82,91.0,8,17
1256,112,54,58.0,7,16
1257,166,79,87.0,8,17
1258,186,90,96.0,6,17
1259,149,70,79.0,8,17
1260,111,54,57.0,7,16
1261,206,88,118.0,6,17
1262,156,78,78.0,8,17
1263,160,71,89.0,8,17
1264,140,76,64.0,7,16
1265,189,85,104.0,6,17
1266,148,78,70.0,8,17
1267,146,75,71.0,8,17
1268,173,78,95.0,6,17
1269,101,48,53.0,7,16
1270,124,60,64.0,7,16
1271,183,82,101.0,6,17
1272,141,61,80.0,8,17
1273,117,59,58.0,7,16
1274,104,48,56.0,7,16
1275,205,105,100.0,6,17
1276,121,58,63.0,7,16
1277,158,66,92.0,6,17
1278,186,110,76.0,8,17
1279,164,92,72.0,8,17
1280,134,66,68.0,8,17
1281,129,71,58.0,7,16
1282,161,75,86.0,8,17
1283,101,43,58.0,7,16
1284,107,54,53.0,7,16
1285,170,85,85.0,8,17
1286,281,187,94.0,6,17
1287,251,163,88.0,8,17
1288,156,112,44.0,14,18
1289,142,105,37.0,14,18
1290,154,151,3.0,1,15
1291,106,99,7.0,2,15
1292,110,107,3.0,2,15
1293,135,129,6.0,1,15
1294,261,232,29.0,13,19
1295,130,122,8.0,1,15
1296,119,105,14.0,3,14
1297,424,391,33.0,9,19
1298,111,105,6.0,2,15
1299,137,136,1.0,2,15
1300,152,150,2.0,1,15
1301,154,154,0.0,1,15
1302,122,122,0.0,2,15
1303,151,148,3.0,1,15
1304,136,134,2.0,2,15
1305,138,138,0.0,2,15
1306,148,146,2.0,1,15
1307,107,107,0.0,2,15
1308,147,147,0.0,1,15
1309,108,108,0.0,2,15
1310,140,139,1.0,2,15
1311,151,151,0.0,1,15
1312,479,477,2.0,23,1
1313,112,111,1.0,2,15
1314,114,111,3.0,2,15
1315,346,223,123.0,20,3
1316,113,51,62.0,7,16
1317,201,101,100.0,6,17
1318,135,72,63.0,7,16
1319,135,62,73.0,8,17
1320,144,71,73.0,8,17
1321,134,74,60.0,7,16
1322,112,48,64.0,7,16
1323,149,145,4.0,1,15
1324,102,58,44.0,14,18
1325,197,126,71.0,8,17
1326,149,70,79.0,8,17
1327,133,62,71.0,8,17
1328,117,58,59.0,7,16
1329,141,59,82.0,8,17
1330,101,55,46.0,14,18
1331,131,68,63.0,7,16
1332,274,172,102.0,6,17
1333,108,81,27.0,3,14
1334,129,84,45.0,14,18
1335,153,117,36.0,14,18
1336,172,104,68.0,8,17
1337,137,91,46.0,14,18
1338,122,79,43.0,14,18
1339,124,79,45.0,14,18
1340,788,765,23.0,24,8
1341,115,108,7.0,2,15
1342,129,90,39.0,14,18
1343,124,91,33.0,3,14
1344,133,67,66.0,7,16
1345,135,71,64.0,7,16
1346,134,69,65.0,7,16
1347,104,58,46.0,14,18
1348,152,72,80.0,8,17
1349,138,86,52.0,14,18
1350,102,44,58.0,7,16
1351,127,63,64.0,7,16
1352,126,81,45.0,14,18
1353,118,115,3.0,2,15
1354,109,66,43.0,14,18
1355,204,201,3.0,5,13
1356,393,393,0.0,11,20
1357,108,69,39.0,14,18
1358,109,56,53.0,7,16
1359,148,148,0.0,1,15
1360,147,147,0.0,1,15
1361,646,614,32.0,22,2
1362,369,367,2.0,10,21
1363,154,145,9.0,1,15
1364,218,218,0.0,5,13
1365,211,207,4.0,5,13
1366,194,187,7.0,5,13
1367,333,304,29.0,13,19
1368,113,112,1.0,2,15
1369,484,465,19.0,23,1
1370,239,239,0.0,12,22
1371,123,120,3.0,2,15
1372,136,127,9.0,1,15
1373,154,152,2.0,1,15
1374,462,413,49.0,23,1
1375,317,317,0.0,12,22
1376,107,97,10.0,2,15
1377,250,247,3.0,12,22
1378,293,287,6.0,12,22
1379,140,139,1.0,2,15
1380,148,148,0.0,1,15
1381,114,114,0.0,2,15
1382,145,143,2.0,1,15
1383,141,141,0.0,2,15
1384,356,355,1.0,10,21
1385,847,798,49.0,28,9
1386,247,237,10.0,12,22
1387,145,145,0.0,1,15
1388,143,143,0.0,1,15
1389,136,136,0.0,2,15
1390,216,216,0.0,5,13
1391,753,750,3.0,24,8
1392,105,101,4.0,2,15
1393,120,120,0.0,2,15
1394,117,117,0.0,2,15
1395,343,341,2.0,10,21
1396,102,102,0.0,2,15
1397,148,148,0.0,1,15
1398,148,148,0.0,1,15
1399,607,574,33.0,22,2
1400,134,119,15.0,3,14
1401,255,250,5.0,12,22
1402,159,159,0.0,1,15
1403,148,148,0.0,1,15
1404,202,201,1.0,5,13
1405,147,147,0.0,1,15
1406,132,130,2.0,2,15
1407,145,145,0.0,1,15
1408,147,147,0.0,1,15
1409,147,147,0.0,1,15
1410,225,214,11.0,12,22
1411,1145,1061,84.0,17,12
1412,140,140,0.0,2,15
1413,138,138,0.0,2,15
1414,421,412,9.0,11,20
1415,112,112,0.0,2,15
1416,367,359,8.0,10,21
1417,250,243,7.0,12,22
1418,144,143,1.0,1,15
1419,550,543,7.0,23,2
1420,145,145,0.0,1,15
1421,131,128,3.0,2,15
1422,148,146,2.0,1,15
1423,143,140,3.0,1,15
1424,348,342,6.0,10,21
1425,218,216,2.0,5,13
1426,248,241,7.0,12,22
1427,102,98,4.0,2,15
1428,105,105,0.0,2,15
1429,105,104,1.0,2,15
1430,151,151,0.0,1,15
1431,196,177,19.0,4,13
1432,303,301,2.0,12,22
1433,542,537,5.0,23,2
1434,361,347,14.0,10,21
1435,214,210,4.0,5,13
1436,229,228,1.0,12,22
1437,104,102,2.0,2,15
1438,165,165,0.0,1,15
1439,492,477,15.0,23,1
1440,146,146,0.0,1,15
1441,102,102,0.0,2,15
1442,211,211,0.0,5,13
1443,730,727,3.0,24,8
1444,148,147,1.0,1,15
1445,118,117,1.0,2,15
1446,144,143,1.0,1,15
1447,166,162,4.0,1,15
1448,147,147,0.0,1,15
1449,230,228,2.0,12,22
1450,185,176,9.0,5,13
1451,148,146,2.0,1,15
1452,111,109,2.0,2,15
1453,212,209,3.0,5,13
1454,460,457,3.0,11,20
1455,292,286,6.0,12,22
1456,102,102,0.0,2,15
1457,190,189,1.0,5,13
1458,134,133,1.0,2,15
1459,148,148,0.0,1,15
1460,146,146,0.0,1,15
1461,133,132,1.0,2,15
1462,209,205,4.0,5,13
1463,652,625,27.0,22,2
1464,168,156,12.0,5,13
1465,150,149,1.0,1,15
1466,417,404,13.0,11,20
1467,243,240,3.0,12,22
1468,103,99,4.0,2,15
1469,330,298,32.0,13,19
1470,126,126,0.0,2,15
1471,108,108,0.0,2,15
1472,148,148,0.0,1,15
1473,190,184,6.0,5,13
1474,501,500,1.0,23,1
1475,109,108,1.0,2,15
1476,252,233,19.0,12,22
1477,254,247,7.0,12,22
1478,265,264,1.0,12,22
1479,134,133,1.0,2,15
1480,497,489,8.0,23,1
1481,339,305,34.0,9,19
1482,174,172,2.0,5,13
1483,729,670,59.0,26,8
1484,101,101,0.0,2,15
1485,360,320,40.0,9,19
1486,117,117,0.0,2,15
1487,120,117,3.0,2,15
1488,146,146,0.0,1,15
1489,148,148,0.0,1,15
1490,323,317,6.0,12,22
1491,149,149,0.0,1,15
1492,662,614,48.0,26,8
1493,127,125,2.0,2,15
1494,421,419,2.0,11,20
1495,141,141,0.0,2,15
1496,111,111,0.0,2,15
1497,145,145,0.0,1,15
1498,145,145,0.0,1,15
1499,147,147,0.0,1,15
1500,150,150,0.0,1,15
1501,143,143,0.0,1,15
1502,135,135,0.0,2,15
1503,149,149,0.0,1,15
1504,194,194,0.0,5,13
1505,331,318,13.0,10,21
1506,150,150,0.0,1,15
1507,149,149,0.0,1,15
1508,158,158,0.0,1,15
1509,167,167,0.0,1,15
1510,203,195,8.0,5,13
1511,243,229,14.0,12,22
1512,144,139,5.0,1,15
1513,121,121,0.0,2,15
1514,286,263,23.0,12,22
1515,162,162,0.0,1,15
1516,182,168,14.0,5,13
1517,121,121,0.0,2,15
1518,121,121,0.0,2,15
1519,474,452,22.0,23,1
1520,110,103,7.0,2,15
1521,152,152,0.0,1,15
1522,123,123,0.0,2,15
1523,164,163,1.0,1,15
1524,134,134,0.0,2,15
1525,121,121,0.0,2,15
1526,133,133,0.0,2,15
1527,125,125,0.0,2,15
1528,136,136,0.0,2,15
1529,124,124,0.0,2,15
1530,105,105,0.0,2,15
1531,395,394,1.0,11,20
1532,125,125,0.0,2,15
1533,121,121,0.0,2,15
1534,326,305,21.0,10,21
1535,125,125,0.0,2,15
1536,146,140,6.0,1,15
1537,127,127,0.0,2,15
1538,129,129,0.0,2,15
1539,121,120,1.0,2,15
1540,130,130,0.0,2,15
1541,234,234,0.0,12,22
1542,225,225,0.0,5,13
1543,121,121,0.0,2,15
1544,132,132,0.0,2,15
1545,117,117,0.0,2,15
1546,121,121,0.0,2,15
1547,113,113,0.0,2,15
1548,123,123,0.0,2,15
1549,101,101,0.0,2,15
1550,107,107,0.0,2,15
1551,108,108,0.0,2,15
1552,131,131,0.0,2,15
1553,130,130,0.0,2,15
1554,134,134,0.0,2,15
1555,134,134,0.0,2,15
1556,138,130,8.0,1,15
1557,310,301,9.0,12,22
1558,105,104,1.0,2,15
1559,134,134,0.0,2,15
1560,136,136,0.0,2,15
1561,131,124,7.0,1,15
1562,244,241,3.0,12,22
1563,137,137,0.0,2,15
1564,136,136,0.0,2,15
1565,137,137,0.0,2,15
1566,137,137,0.0,2,15
1567,129,129,0.0,2,15
1568,183,182,1.0,5,13
1569,415,411,4.0,11,20
1570,121,121,0.0,2,15
1571,141,141,0.0,2,15
1572,141,141,0.0,2,15
1573,133,133,0.0,2,15
1574,185,181,4.0,5,13
1575,257,257,0.0,12,22
1576,142,142,0.0,2,15
1577,107,107,0.0,2,15
1578,210,208,2.0,5,13
1579,184,171,13.0,5,13
1580,244,244,0.0,12,22
1581,221,220,1.0,5,13
1582,110,97,13.0,2,15
1583,184,183,1.0,5,13
1584,189,189,0.0,5,13
1585,114,110,4.0,2,15
1586,171,169,2.0,5,13
1587,156,154,2.0,1,15
1588,151,149,2.0,1,15
1589,176,173,3.0,5,13
1590,143,143,0.0,1,15
1591,144,142,2.0,1,15
1592,501,469,32.0,23,1
1593,135,133,2.0,2,15
1594,143,143,0.0,1,15
1595,115,109,6.0,2,15
1596,149,149,0.0,1,15
1597,147,145,2.0,1,15
1598,293,293,0.0,12,22
1599,144,144,0.0,1,15
1600,114,114,0.0,2,15
1601,101,98,3.0,2,15
1602,347,311,36.0,9,19
1603,210,210,0.0,5,13
1604,109,105,4.0,2,15
1605,130,129,1.0,2,15
1606,127,127,0.0,2,15
1607,130,129,1.0,2,15
1608,124,119,5.0,2,15
1609,149,131,18.0,3,14
1610,137,137,0.0,2,15
1611,169,166,3.0,1,15
1612,231,210,21.0,12,22
1613,212,212,0.0,5,13
1614,109,94,15.0,3,14
1615,116,116,0.0,2,15
1616,164,164,0.0,1,15
1617,134,134,0.0,2,15
1618,833,832,1.0,24,8
1619,104,103,1.0,2,15
