user_id,age,gender,occupation,ratings,positive_ratings,negative_ratings,cluster_shc,group_clusters
601,19,F,artist,148,74.0,74.0,8,3
602,47,F,other,29,19.0,10.0,3,2
603,21,M,programmer,47,33.0,14.0,20,7
604,39,M,educator,27,12.0,15.0,16,8
605,33,M,engineer,90,56.0,34.0,19,7
606,28,M,programmer,236,174.0,62.0,10,4
607,49,F,healthcare,37,27.0,10.0,6,2
608,22,M,other,163,107.0,56.0,9,4
609,13,F,student,28,9.0,19.0,1,1
610,22,M,student,75,48.0,27.0,15,6
611,46,M,librarian,42,27.0,15.0,23,7
612,36,M,educator,27,13.0,14.0,16,8
613,37,F,marketing,28,23.0,5.0,6,2
614,54,M,educator,39,14.0,25.0,16,8
615,38,M,educator,103,77.0,26.0,16,8
616,55,M,scientist,43,25.0,18.0,21,7
617,27,F,writer,108,36.0,72.0,6,2
618,15,F,student,216,91.0,125.0,2,1
619,17,M,student,89,49.0,40.0,15,6
620,18,F,writer,110,71.0,39.0,6,2
621,17,M,student,171,97.0,74.0,14,6
622,25,M,programmer,228,115.0,113.0,10,4
623,50,F,educator,45,29.0,16.0,5,2
624,19,M,student,141,77.0,64.0,14,6
625,27,M,programmer,106,47.0,59.0,20,7
626,23,M,scientist,32,9.0,23.0,23,7
627,24,M,engineer,181,79.0,102.0,18,7
628,13,M,none,27,25.0,2.0,23,7
629,46,F,other,121,88.0,33.0,3,2
630,26,F,healthcare,108,49.0,59.0,6,2
631,18,F,student,20,9.0,11.0,1,1
632,18,M,student,118,67.0,51.0,14,6
633,35,M,programmer,58,25.0,33.0,20,7
634,39,M,engineer,135,62.0,73.0,18,7
635,22,M,other,34,12.0,22.0,17,8
636,47,M,educator,20,16.0,4.0,16,8
637,30,M,other,104,22.0,82.0,17,8
638,45,M,engineer,67,35.0,32.0,19,7
639,42,F,librarian,148,51.0,97.0,6,2
640,20,M,student,109,90.0,19.0,14,6
641,24,M,student,40,32.0,8.0,15,6
642,18,F,student,318,181.0,137.0,2,1
643,39,M,scientist,206,129.0,77.0,10,4
644,51,M,retired,42,39.0,3.0,21,7
645,27,M,programmer,122,89.0,33.0,20,7
646,17,F,student,38,5.0,33.0,1,1
647,40,M,educator,58,42.0,16.0,16,8
648,43,M,engineer,297,137.0,160.0,12,5
649,20,M,student,24,16.0,8.0,15,6
650,42,M,engineer,311,96.0,215.0,12,5
651,65,M,retired,21,10.0,11.0,21,7
652,35,M,other,22,10.0,12.0,17,8
653,31,M,executive,283,74.0,209.0,12,5
654,27,F,student,147,98.0,49.0,2,1
655,50,F,healthcare,685,114.0,571.0,7,3
656,48,M,educator,24,4.0,20.0,16,8
657,26,F,none,29,15.0,14.0,6,2
658,33,M,programmer,71,44.0,27.0,20,7
659,31,M,educator,191,127.0,64.0,16,8
660,26,M,student,224,47.0,177.0,14,6
661,28,M,programmer,121,87.0,34.0,20,7
662,55,M,librarian,23,15.0,8.0,23,7
663,26,M,other,158,83.0,75.0,9,4
664,30,M,engineer,166,105.0,61.0,18,7
665,25,M,administrator,142,80.0,62.0,22,7
666,44,M,administrator,245,144.0,101.0,10,4
667,35,M,librarian,47,31.0,16.0,23,7
668,29,F,writer,46,26.0,20.0,6,2
669,37,M,other,100,47.0,53.0,17,8
670,30,M,technician,46,32.0,14.0,23,7
671,21,M,programmer,124,61.0,63.0,20,7
672,54,F,administrator,29,13.0,16.0,4,2
673,51,M,educator,35,25.0,10.0,16,8
674,13,F,student,41,23.0,18.0,1,1
675,34,M,other,34,23.0,11.0,17,8
676,30,M,programmer,77,53.0,24.0,20,7
677,20,M,other,49,33.0,16.0,17,8
678,50,M,educator,28,13.0,15.0,16,8
679,20,F,student,62,36.0,26.0,1,1
680,33,M,lawyer,38,29.0,9.0,23,7
681,44,F,marketing,22,11.0,11.0,6,2
682,23,M,programmer,399,147.0,252.0,13,5
683,42,M,librarian,75,28.0,47.0,23,7
684,28,M,student,86,45.0,41.0,15,6
685,32,F,librarian,20,0.0,20.0,6,2
686,32,M,educator,71,65.0,6.0,16,8
687,31,F,healthcare,21,11.0,10.0,6,2
688,37,F,administrator,24,23.0,1.0,4,2
689,25,M,other,36,23.0,13.0,17,8
690,35,M,salesman,115,46.0,69.0,23,7
691,34,M,educator,32,26.0,6.0,16,8
692,34,M,engineer,40,17.0,23.0,19,7
693,43,F,healthcare,154,59.0,95.0,6,2
694,60,M,programmer,157,135.0,22.0,10,4
695,26,M,writer,38,20.0,18.0,23,7
696,55,M,other,29,22.0,7.0,17,8
697,25,M,other,105,65.0,40.0,17,8
698,28,F,programmer,127,41.0,86.0,6,2
699,44,M,other,149,43.0,106.0,9,4
700,17,M,student,21,11.0,10.0,15,6
701,51,F,librarian,33,27.0,6.0,6,2
702,37,M,other,31,10.0,21.0,17,8
703,26,M,educator,47,27.0,20.0,16,8
704,51,F,librarian,90,53.0,37.0,6,2
705,21,F,student,114,65.0,49.0,2,1
706,23,M,student,29,16.0,13.0,15,6
707,56,F,librarian,236,119.0,117.0,8,3
708,26,F,homemaker,105,48.0,57.0,6,2
709,21,M,other,138,74.0,64.0,9,4
710,19,M,student,86,56.0,30.0,15,6
711,22,F,student,221,155.0,66.0,2,1
712,22,F,student,162,103.0,59.0,2,1
713,42,F,other,30,7.0,23.0,3,2
714,26,M,engineer,44,20.0,24.0,19,7
715,21,M,technician,167,85.0,82.0,10,4
716,36,F,administrator,269,181.0,88.0,8,3
717,24,M,technician,93,62.0,31.0,23,7
718,42,M,technician,39,25.0,14.0,21,7
719,37,F,other,67,27.0,40.0,3,2
720,49,F,administrator,30,23.0,7.0,4,2
721,24,F,entertainment,168,75.0,93.0,8,3
722,50,F,homemaker,42,25.0,17.0,6,2
723,26,M,executive,22,8.0,14.0,23,7
724,31,M,executive,85,19.0,66.0,23,7
725,21,M,student,25,18.0,7.0,15,6
726,25,F,administrator,24,8.0,16.0,4,2
727,25,M,student,322,106.0,216.0,11,5
728,58,M,executive,26,17.0,9.0,21,7
729,19,M,student,21,8.0,13.0,15,6
730,31,F,scientist,38,18.0,20.0,6,2
731,41,F,educator,83,44.0,39.0,5,2
732,28,F,other,20,12.0,8.0,3,2
733,44,F,other,107,36.0,71.0,3,2
734,25,F,other,64,44.0,20.0,3,2
735,29,F,healthcare,53,25.0,28.0,6,2
736,48,F,writer,24,11.0,13.0,6,2
737,30,M,programmer,33,25.0,8.0,20,7
738,35,M,technician,148,85.0,63.0,10,4
739,35,M,technician,35,24.0,11.0,23,7
740,25,F,educator,20,10.0,10.0,5,2
741,25,M,writer,104,51.0,53.0,23,7
742,35,M,student,26,14.0,12.0,15,6
743,31,M,programmer,35,20.0,15.0,20,7
744,35,M,marketing,27,17.0,10.0,23,7
745,42,M,writer,60,23.0,37.0,21,7
746,25,M,engineer,67,42.0,25.0,19,7
747,19,M,other,293,212.0,81.0,9,4
748,28,M,administrator,108,72.0,36.0,22,7
749,33,M,other,305,177.0,128.0,9,4
750,28,M,administrator,33,15.0,18.0,22,7
751,24,F,other,168,100.0,68.0,8,3
752,60,M,retired,73,34.0,39.0,21,7
753,56,M,salesman,57,36.0,21.0,21,7
754,59,F,librarian,34,15.0,19.0,6,2
755,44,F,educator,38,17.0,21.0,5,2
756,30,F,none,109,44.0,65.0,6,2
757,26,M,student,166,73.0,93.0,14,6
758,27,M,student,357,244.0,113.0,11,5
759,20,F,student,32,25.0,7.0,1,1
760,35,F,other,41,19.0,22.0,3,2
761,17,M,student,66,27.0,39.0,15,6
762,32,M,administrator,21,10.0,11.0,22,7
763,27,M,scientist,129,86.0,43.0,23,7
764,27,F,educator,109,68.0,41.0,5,2
765,31,M,student,23,18.0,5.0,15,6
766,42,M,other,175,67.0,108.0,9,4
767,70,M,engineer,37,36.0,1.0,19,7
768,29,M,administrator,64,29.0,35.0,22,7
769,39,M,executive,29,10.0,19.0,23,7
770,28,M,student,64,53.0,11.0,15,6
771,26,M,student,70,49.0,21.0,15,6
772,50,M,writer,33,26.0,7.0,21,7
773,20,M,student,161,74.0,87.0,14,6
774,30,M,student,224,29.0,195.0,14,6
775,46,M,executive,28,18.0,10.0,23,7
776,30,M,librarian,105,54.0,51.0,23,7
777,63,M,programmer,36,29.0,7.0,20,7
778,34,M,student,65,24.0,41.0,15,6
779,31,M,student,37,27.0,10.0,15,6
780,49,M,programmer,55,37.0,18.0,20,7
781,20,M,student,42,28.0,14.0,15,6
782,21,F,artist,232,49.0,183.0,8,3
783,30,M,marketing,30,22.0,8.0,23,7
784,47,M,administrator,39,27.0,12.0,22,7
785,32,M,engineer,27,17.0,10.0,19,7
786,36,F,engineer,117,95.0,22.0,6,2
787,18,F,student,57,20.0,37.0,1,1
788,51,M,administrator,249,97.0,152.0,10,4
789,29,M,other,33,17.0,16.0,17,8
790,27,M,technician,231,74.0,157.0,10,4
791,31,M,educator,25,16.0,9.0,16,8
792,40,M,programmer,47,16.0,31.0,20,7
793,22,M,student,55,27.0,28.0,15,6
794,32,M,educator,39,35.0,4.0,16,8
795,30,M,programmer,159,48.0,111.0,20,7
796,32,F,writer,358,194.0,164.0,8,3
797,44,F,other,26,5.0,21.0,3,2
798,40,F,writer,239,97.0,142.0,8,3
799,49,F,administrator,24,18.0,6.0,4,2
800,25,M,programmer,28,20.0,8.0,20,7
801,22,M,writer,26,19.0,7.0,23,7
802,35,M,administrator,75,40.0,35.0,22,7
803,70,M,administrator,33,15.0,18.0,22,7
804,39,M,educator,332,202.0,130.0,12,5
805,27,F,other,273,128.0,145.0,8,3
806,27,M,marketing,140,77.0,63.0,23,7
807,41,F,healthcare,204,148.0,56.0,8,3
808,45,M,salesman,23,18.0,5.0,21,7
809,50,F,marketing,20,10.0,10.0,6,2
810,55,F,other,26,23.0,3.0,3,2
811,40,F,educator,21,16.0,5.0,5,2
812,22,M,technician,20,12.0,8.0,23,7
813,14,F,student,29,10.0,19.0,1,1
814,30,M,other,35,8.0,27.0,17,8
815,32,M,other,183,112.0,71.0,9,4
816,34,M,other,25,20.0,5.0,17,8
817,19,M,student,36,18.0,18.0,15,6
818,28,M,librarian,21,13.0,8.0,23,7
819,59,M,administrator,28,24.0,4.0,22,7
820,22,M,student,21,7.0,14.0,15,6
821,37,M,engineer,62,50.0,12.0,19,7
822,29,F,librarian,25,10.0,15.0,6,2
823,27,M,artist,185,139.0,46.0,10,4
824,31,M,other,20,4.0,16.0,17,8
825,44,M,engineer,145,80.0,65.0,18,7
826,28,M,artist,115,72.0,43.0,23,7
827,23,F,engineer,28,8.0,20.0,6,2
828,28,M,librarian,104,39.0,65.0,23,7
829,48,M,writer,64,41.0,23.0,21,7
830,46,M,programmer,106,67.0,39.0,20,7
831,21,M,other,73,40.0,33.0,17,8
832,24,M,technician,25,5.0,20.0,23,7
833,34,M,writer,267,104.0,163.0,12,5
834,26,M,other,54,39.0,15.0,17,8
835,44,F,executive,102,80.0,22.0,6,2
836,44,M,artist,50,34.0,16.0,23,7
837,36,F,artist,46,19.0,27.0,6,2
838,23,M,student,93,80.0,13.0,15,6
839,38,F,entertainment,57,23.0,34.0,6,2
840,39,M,artist,197,152.0,45.0,10,4
841,45,M,doctor,31,23.0,8.0,21,7
842,40,M,writer,27,18.0,9.0,21,7
843,35,M,librarian,204,31.0,173.0,23,7
844,22,M,engineer,81,38.0,43.0,19,7
845,64,M,doctor,31,13.0,18.0,21,7
846,27,M,lawyer,405,260.0,145.0,13,5
847,29,M,student,146,54.0,92.0,15,6
848,46,M,engineer,150,116.0,34.0,18,7
849,15,F,student,23,23.0,0.0,1,1
850,34,M,technician,51,45.0,6.0,23,7
851,18,M,other,209,107.0,102.0,9,4
852,46,M,administrator,49,24.0,25.0,22,7
853,49,M,writer,41,14.0,27.0,21,7
854,29,F,student,217,93.0,124.0,2,1
855,53,M,librarian,23,10.0,13.0,23,7
856,43,F,marketing,26,13.0,13.0,6,2
857,35,F,administrator,22,10.0,12.0,4,2
858,63,M,educator,21,10.0,11.0,16,8
859,18,F,other,39,26.0,13.0,3,2
860,70,F,retired,71,28.0,43.0,6,2
861,38,F,student,43,33.0,10.0,1,1
862,25,M,executive,165,142.0,23.0,10,4
863,17,M,student,107,48.0,59.0,15,6
864,27,M,programmer,294,198.0,96.0,13,5
865,25,M,artist,66,18.0,48.0,23,7
866,45,M,other,20,6.0,14.0,17,8
867,24,M,scientist,95,73.0,22.0,23,7
868,21,M,programmer,208,75.0,133.0,10,4
869,30,M,student,47,17.0,30.0,15,6
870,22,M,student,269,146.0,123.0,11,5
871,31,M,executive,115,37.0,78.0,23,7
872,19,F,student,71,35.0,36.0,1,1
873,48,F,administrator,20,7.0,13.0,4,2
874,36,M,scientist,34,23.0,11.0,23,7
875,24,F,student,89,74.0,15.0,2,1
876,41,M,other,21,18.0,3.0,17,8
877,30,M,other,81,61.0,20.0,17,8
878,50,F,educator,134,64.0,70.0,5,2
879,33,F,administrator,29,20.0,9.0,4,2
880,13,M,student,368,185.0,183.0,11,5
881,39,M,marketing,259,122.0,137.0,12,5
882,35,M,engineer,137,102.0,35.0,18,7
883,49,M,librarian,268,174.0,94.0,12,5
884,44,M,engineer,43,28.0,15.0,19,7
885,30,F,other,102,45.0,57.0,3,2
886,20,M,student,240,122.0,118.0,11,5
887,14,F,student,171,128.0,43.0,2,1
888,41,M,scientist,20,19.0,1.0,23,7
889,24,M,technician,326,163.0,163.0,12,5
890,32,M,student,119,80.0,39.0,15,6
891,51,F,administrator,47,33.0,14.0,4,2
892,36,M,other,226,171.0,55.0,9,4
893,25,M,student,59,25.0,34.0,15,6
894,47,M,educator,245,144.0,101.0,12,5
895,31,F,librarian,20,12.0,8.0,6,2
896,28,M,writer,362,122.0,240.0,13,5
897,30,M,other,185,121.0,64.0,9,4
898,23,M,homemaker,30,16.0,14.0,23,7
899,32,M,other,135,81.0,54.0,17,8
900,60,M,retired,45,13.0,32.0,21,7
901,38,M,executive,124,84.0,40.0,23,7
902,45,F,artist,49,22.0,27.0,6,2
903,28,M,educator,136,95.0,41.0,16,8
904,17,F,student,47,31.0,16.0,1,1
905,27,M,other,40,16.0,24.0,17,8
906,45,M,librarian,41,28.0,13.0,23,7
907,25,F,other,147,137.0,10.0,8,3
908,44,F,librarian,74,40.0,34.0,6,2
909,50,F,educator,26,21.0,5.0,5,2
910,28,M,healthcare,60,28.0,32.0,23,7
911,37,F,writer,98,65.0,33.0,6,2
912,51,M,other,53,35.0,18.0,17,8
913,27,M,student,132,70.0,62.0,15,6
914,44,F,other,23,8.0,15.0,3,2
915,50,M,entertainment,26,9.0,17.0,21,7
916,27,M,engineer,317,138.0,179.0,12,5
917,22,F,student,35,20.0,15.0,1,1
918,40,M,scientist,103,53.0,50.0,23,7
919,25,M,other,217,110.0,107.0,9,4
920,30,F,artist,26,10.0,16.0,6,2
921,20,F,student,110,48.0,62.0,2,1
922,29,F,administrator,127,57.0,70.0,4,2
923,21,M,student,74,66.0,8.0,15,6
924,29,M,other,82,52.0,30.0,17,8
925,18,F,salesman,32,11.0,21.0,6,2
926,49,M,entertainment,20,7.0,13.0,21,7
927,23,M,programmer,120,77.0,43.0,20,7
928,21,M,student,32,28.0,4.0,15,6
929,44,M,scientist,49,30.0,19.0,23,7
930,28,F,scientist,63,22.0,41.0,6,2
931,60,M,educator,61,39.0,22.0,16,8
932,58,M,educator,241,184.0,57.0,12,5
933,28,M,student,184,50.0,134.0,14,6
934,61,M,engineer,174,120.0,54.0,12,5
935,42,M,doctor,39,32.0,7.0,21,7
936,24,M,other,142,93.0,49.0,9,4
937,48,M,educator,40,25.0,15.0,16,8
938,38,F,technician,108,47.0,61.0,6,2
939,26,F,student,49,39.0,10.0,1,1
940,32,M,administrator,107,57.0,50.0,22,7
941,20,M,student,22,18.0,4.0,15,6
942,48,F,librarian,79,66.0,13.0,6,2
943,22,M,student,168,96.0,72.0,14,6
